content,sentiment
suka banget aku pake buat nyuci piring 😅,1
suka bgt pake aplikasi ini,1
enak di dengar,1
bagus.,1
kikir,0
kalau gak ada wifi gak bisa tapi temen gw bisa,1
bagus lagunya itu aja makasih,1
mantap,1
good,1
tolong iklan ny agak di kurang kan udah itu aja selebih ny bagus,1
asik,1
ya bagus,1
"pokonya bagus, semua lagu ada di sini, sukakkkkkkkkkkkkkkkk",1
bagus banget jadi aku bisa dengerin lagu!!,1
good,1
klo ngasih iklan dipikir mas😹,1
kikir bgt qaqaaa itu jugaaa iklannya dikurangin dung! ini saya mau dengerin musik bukan dengerin iklan yg sungguh tiada manfaat😇😇,0
teman di setiap waktu....,1
bagus,1
keren,1
iklan nya lumayan lama dan juga harus bayar nih buat tanpa iklan lagi asik banget tiba-tiba ada iklan bayak dan ada cuma satu lagu kalo kita cari,1
bagus,1
aplikasinya bagus suaranya lancar cocok untuk mendengarkan musik yang kita inginkan,1
Udhh bagusss bangettt tapiii kurang²in iklan nyaa plissss,1
bagus,1
bagus banget,1
"bagus, tapi jangan ada fitur pembatasan karna nyuruh premium yaa. bete aku. sisanya bagus bagus aja sih hehe",1
bagus bgt,1
ᅠ bagus,1
"Banyak banget koleksi lagu di Spotify, tinggal pilih. Sambil beberes rumah seruu sambil dengerin lagu di Spotify",1
kikir bgt anjir 4 iklan,0
"Transisi Perpindahan Lagu Ngaco, Contoh seperti saya menyetel lagu barat, lagu selanjutnya malah lagu jepang. transisinya nggak cocok. Ayolah Koreksi Lagi. kalau gini mood bisa kacau jadi nggak mau dengerin lagu lagi",0
Spotify sangat seru membuat aku selalu tenang,1
aku suka Apk ini,1
sangat bagus hampir semua lagu dan dj ada di spotify pokoknya joss dehh,1
"Aplikasi musik nya sangat bagus, di siapkan juga lirik, dan masih banyak lagi🤩",1
boikot Spotify,0
"kikir, iklannya banyak !! pindah ke aplikasi lain aja",0
"maksa bener gangguin usernya sendiri, pake iklan bikinan sendiri pula, biar usernya merasa terganggu terus akhirnya berlangganan ya. no no no yaaaa kikirrrr",0
"gak tahan sama iklannya,iklannya terlalu mengganggu,1 lagu iklannya bisa 2/3 kali yang datang,pokok menggangu.",0
lebih bagus keren tidak ada iklan,1
kurangin iklan percuma muter pake data klo harus di paksain premium,0
kebanyakan iklan,0
aku suka dengerin musik dan Spotify ini cocok tapi maaf nih ya tapi kok sekarang iklan nya bisa sampai 3+? padahal dulu iklan nya cuma 2 tapi kok jadi banyak dan biar ga banyak iklan juga harus berlangganan tapi itu terlalu memaksa kata aku. maaf banget nih ya tapi kurangi iklan nya ya Spotify ☺️✌️,1
bagus sekali untuk para jomblo,1
okbgt,1
"aplikasi pelit, iklannya terlalu banyak mana jelek jelek lagi iklannya. apa apa haru premium gak jelas",0
mantap,1
bagus lagu kesukaan monolog,1
bnyak iklan dan boikot,0
Spotify udah gak kayak dulu lagi sekarang setiap 1 atau 2 lagu langsung iklan makin pelit dah pokok nya,1
"rekomendasi playlist jangan berdasarkan artis musiknya dong, tapi berdasarkan tema/mood playlist yang saya buat. yaakali saya buat playlist METAL, terus tiba-tiba nyelip lagu mellow dan/atau dangdut. percuma bikin playlist, kalo spotify nyelipin lagu yang ga sesuai tema playlist, ngerusak mood ae. aplikasi ""tombol play warna merah"" bisa bikin rekomendasi lagu yang sesuai tema, kenapa spotify tidak?",0
pelit dan banyak iklan,0
"suka bgttt,dan iklannya juga sedikit,jadi lebih sering dengerin musik di apk ini pokoknya fav bgttttttttt♥️",1
seru,1
lagunya keren²,1
mantap,1
"not bad tapi kayanya perlu fitur pendeteksi mood, masa gua lagi nangis di setelin tenxi? maksudnya kaya yg bener aja, ga match lah 💆🏻",1
bagus,1
"matap, penghibur d waktu luang",1
pokoknya berguna banget deh,1
nice,1
sekali puter lagu iklan nya 4 huh payah ah,0
"maksa banget harus premium lah ini lah itu lah... aneh mau ganti"" lagu aja harus banget dibatasi 1 hari 8 setan",0
makin kikir aja gw liat liat🗿,0
enak kalo lagi belajar,1
bagus,1
"suka banget,top 1 lah",1
"iklan nya banyak, klo udh lama kita gk bisa milih lgu yang pengen diputar kembali",0
jelek,0
sangaaaaaaaaaaat bagus,1
oke lah,1
iklannya banyakkk,0
mendengarkan musik dengan santai,1
"sukaaaa bangettt amaaa apll iniii😙💕 tapi pas aku coba diroblox malahh matii,atauu hp aku nya ya yg ga ngedukung? YAAA GITUU LAAAAA,I LOPE UUU DEVELOPER 🤍🤍🤍🤍🤍💫",1
nice,1
ok,1
Great,1
harus bayar cuman untuk mendengarkan musik,0
menemani dalam aktivitas,1
ok,1
good joob,1
bagus banget 🤣🤣🤣🤣,1
knpa sekarang jelek banget apk nya lagunya ga jelas lagi bikin pusing,0
sangat membantu untuk mendengarkan musik,1
beuhhh gumoh iklan gue kalo pake spotify setiap beberapa menit ada lagi mana 4 sekaligus buset. Trs nihh ya itu klo semisal kita dah muter beberapa lagu yang kita pilih sendiri itu kalo mau milih lagi udah ga bisa😞,0
Bagus sekali,1
mantap jiwa pokoknya.. musik lengkap,1
bagus lagu yang mau di cari ada dan bisa didengerin di layar utama sambil main game dan ngesad yg pasti KDB(Keren Dan Bagus),1
kita bisa denger lagu sepuas kita dan bisa lirik nya juga tanpa harus membayar,1
semoga bgs terus yah ni aplikasi,0
bagus sumpah bisa dengerin lagu tiap hari,1
bagus bgt,1
banyak iklan,0
keren,1
seru. asik,1
sangat cocok bagi saya,1
apk bagus walaupun banyak yang gak sesuai tapi tetap semangat spotify dan kalo bisa kembangkan lagi supaya banyak yang suka itu aja saran aku 🙏🙏,1
terlalu banyak iklan.,1
gaa tau mau tulis apa,1
"plis buat developer kurangin iklan ny lah, dlu ak suka bgt sm apl spotify krna ga trlalu bnyk iklan wlau ga premium, tpi skrng setiap udh keputar 2 atau 3 lagu lngsung bnyk iklan, klo iklan nya 1 si gpp ya msih wjar lah ini bnyk oiiiii ga worth it bgt jujurr",1
👍👍👍,1
Bagus sekali,1
bagus dan lengkap,1
"Kurang ajar bgt spotify sekarang, kikir bgt. Dulu iklan ga sebanyak sekarang. Sekarang iklan 4 kali dan sekitar 15-20 detik. Mana kadang tiap kelar 1 lagu iklan lagi, 4 pula iklannya, hadehhh",0
coba ngk berbayar bagus ni,1
Lagunya enak enak di dengar saat main polybus hehheh tapi telingaku menerima semua lagu anda yang sangat bagus dan enak sekali di dengar saat tidur santai gitu makasih atas layanan anda,1
lagu nya seru seru,1
seru,1
"bagussss bangett siii!! ga boong,stiap belajar,main,beresin kamar,akh selaluu denger lagu di sini, POKONYAA SO I LOVE",1
"aplikasi yang sangat membantu untuk diriku yang sangat suka mendengar musik, semua jenis musik lengkap tidak ada yang kurang, sangat bestlah aplikasi nya",1
suka banget,1
"Sukaa banget omaygattttt, lopyuuu Spotify mwah",1
cocok buat yg suka lagu dan koleksi lagu,1
membantu banget sihh,1
semua lagu add,1
tau kaga lo pada sekarang kalo memilih lagu atau cari lagu dan mencet lagu tersebut ada batasannya dan kalo sudah habis kudu bayar bjierrr gilaakkk serakah banget jadi orang kecewa berat gua ama lo spotify udah gua bangga banggain malah serakah,0
"anjirr kebiasaan pake Spotify premium sekarang belum ada rezeki buat beli premium jadi kesel denger iklannya malah banyak banget lagi iklan nya, kalo bisa kurangin ya iklannya masa baru dapat puter dua lagu iklannya udah 6 iklan 😭😭",1
aplikasi ya bagus jadi aku bisa dengar banyak lagu,1
"Skip, aplikasi dukung isriwil",0
sedih bgt udh cinta bgt sama apk ini malah di boycott ╥﹏╥,0
bagus di dengar dan banyak pilihannya,1
"udhla boikot,iklan nya bnyak,jleq uww",0
"saya pake spotify udah lama tapi makin ke sini makin gajelas 1. iklan terlalu banyak bisa sampe 5. 2. pemilihan lagu ada max-nya, dan itu dikit banget quotanya. 3. putar acaknya aneh diluar genre, lagi dgr lagu dangdut tbtb ke lagu anak2 dan bener2 gabisa diganti. 4. harga premium terlalu mahal dan terlalu banyak variasi premiumnya. mohon dipertimbangkan lagi 🙄",0
mantul,1
vitur premium ribetnya bikin ampun,0
"sengaja kasih bintang lima biar komenku ke up, karna masa sekarang iklan nya ada 6? pas habis iklan 4 muncul lagi 2. skrg ni apk makin kikir dah, iya tau butuh duit, tapi kn udh banyak jg yg download, tolong ya kurangin iklan nya atau bisa aja org lari ke app yg lain",1
bagus sih tapi kenapa pas mau nyetel lagu yang aku mau pas di pencet mlh lagu lain bukan yang aku mau,1
"kikir bet kikir, kaya ntflix aje kalo semua mua disuruh premium, ribet",0
bagus,1
mantaaapkerren dan menghiburkan diriqu,1
bagus banget lagu nya,1
seru bingit💗💗 aku sukaa💗,1
bagus,0
kerenn nihh!!!,1
lagunya enak,1
good,1
iklan nya lebih lama dari lagunya. sangat tidak adil jika ingin tambahan uang dari premium,0
kurang harus premium,1
"ngelucu, gw putar lagu playlist. Sengaja dibiarin taunya mutar lagu lain yang ada di playlist nantinya.. lah rupanya malah mutar lagu lain yang gaada di playlist. Trus guna playlist apa?? perbaiki woi ga jelas lu. Udah iklan rame mutar lagu entah kemana mana",0
good. too much add. iklan kadang 3.lagu bagus. lengkap sama lirik.,1
"ini bagus bgt,aku suka nga ada ngeleg-ngeleg, tapi ada iklan sama harus online,tapi gpp aku suka ILOVE YOU SPOTIFY✨💖💖,banyak lagi yg Kusuka✨💖💖",1
satu kata saja sangat bagussssssss,1
BOIKOT SPOTIFY!!,0
makin kesini makin ga jelass. pindah ke sebelah aja lah kalo gini tros ma,1
apk kikir,1
saya suka musik nya semua lagu bagus,1
bagus,1
𝙡𝙖𝙜𝙪 𝙣𝙮𝙖 𝙜𝙖 𝙨𝙚𝙨𝙪𝙖𝙞,0
"1 lagu 4 iklan😹, lawak kikir",0
bapak kamu,1
gw kasih b2 iklan terlalu berlebihan,0
enak didengar,1
meskipun gratis dan adaaa iklan musik tetap jalan terus,1
"gua ksih 2 bintang soalnya premium ny mahal bgt njink sesuaikan dengan kantong pelajar aelah, aplgi iklan ny tdi cma 1 nmbh 2 eh nmbh lgi jadi 3 jdi g ad luang buat denger lgu yg gw sukai",0
makin lama makin banyak ni iklan nya hdeh,0
Pokoknya mantap bisa galau bisa senang pokoknya ⭐⭐⭐⭐⭐,1
"sebenernya apk ini lengkap ko, bagus juga. tapi minusnya, KIKIR BANGET. masa buat pelanggan yang ga berbayar haru NONTON IKLAN MULU terus ada BATAS PEMUTARANNYA, iklannya di sedikitkan plis. terus juga jangan ada BATAS PEMUTARAN.",1
singkat aja 2 musik 5 iklan,0
banguss banget kok..😁,1
"sekarang jadi malas karena ada batas memutar musik,developer kikir😹😹",1
bagus buat dengerin musik banyak juga lagu nya,1
i like Spotify,1
nyaman bgt buat di pke tidur SMA orng jomlo ke ak🗿,1
good,1
ok jos,1
lumayan,1
bagus untuk mendengar lagu,1
bagus,1
SERU BISA DENGER MUSIK KESUKAAN,1
"Cukup bintang 5,aja",1
"aplikasi kikir , makin pelit,annoying banget sumpah , ini mah maksa buat jadi premiumkan ???, makin gk bisa milih musik sendiri , iklan banyak dan panjang , teknik marketingnya ngeselin",0
"jujur yah,hari hari aku tuh jadi lebih berwarnaa",1
sangat bermanfaat tik tok mon123di,1
baguss approve,1
lagu ini sangat tenang buat tidur,0
bagus banget lagu nya,1
"ini bagus banget menurut aku🤯💗 ini bisa ngambil lagu walaupun liriknya ditengah😬 tapi enak banget lagu nya🙈 ada lagu itulah inilah terakhirnya/tengah atau depannya enakk😃💗 misalnya lagu:,Serena prom queen tapi itu yang prom queen artinya ... jangan dicari nanti insecure😔 Serena ... juga kayak lagu sehabis putus kaya izinkan ku membenci pada sang peganti... 😔 ini lagu untuk galau ya neng😃 kalo kalian lagi senang nanti kalian coba nangis sampai pagi loh ☹️",1
banyak iklan bosss,0
banyak iklan,1
bagus,1
dari lagu lagu nya aku sangat sukaa,1
gampang mode sad di ep ep,1
keren,1
bagus,1
sabagat bagus,1
bagus,1
bagus bgt,1
enak banget untuk denger apal agi enakin untuk galau,1
sangat bagus,1
sangat menyenangkan mendengar kan musik di Spotify tidak ada iklan,1
100 persen deh buat Spotify aku suka banget,1
selalu menemani setiap hidup ku,1
sekarang harus berbayar,0
mantap,1
kikir bingit,0
aplikasi nya bagus bisa menyetel lagu saat bermain game,1
sukaaa bngtttt,1
bagus,1
bagus,1
"apk asu makin lama makin banyak iklan milih lagu harus premium, dari pada premium mending gua uninstal buat kalian mending pindah ke apk sebelah",0
banyak x iklan jeng.. ribet brisik.. ganggu bngt denger musik d potong iklan..,0
"apalahh apa apa bayar premium, ingat y. byk org yg g mampu byr premium🙏",0
sejak download Spotify kerjaku sambil dengerin musik jadi berasa berwarna,1
"i like this, because all my music in here",1
bagus,1
sangat membantu,1
"aplikasi kikir, masa dengerin satu musik aja iklannya 3, guoblok. mana maksa lagi, kadang juga pas lagi mau dengerin musik ada tuh yg namanya ""cigi buyin cimi tigi puyuh inpit libi"" cuih. ni aplikasi ngeselin sumpah 😤",0
sangat bagus,1
bagus bgt,1
"kebanyakan iklan,nyuruh VIP Mulu terganggu!",0
"manteplah, kalau bisa jangan iklan terus",1
aku suka aplikasi inii,1
sangat enak untuk mendengar kan musik,1
"pertama tama saya memang tidak premium tapi dulu iklannya gk sbnyak ini, tpi setelah di update tiap denger 1 lagu pasti langsung iklan lagi, knp iklan ny jdi sabnyak ini? apalagi setiap selesai dengerin 1 lagu pasti bakal ada iklan 3-4, tolong lah kurangin iklannya.",0
bagus,1
bagus,1
enak banget lagu nya,1
lumayan lah 😋,0
🅑🅐🅖🅤🅢,1
nyaman untuk musik'an,1
gooodd,1
apk kikir,0
bagus gak lemot,1
sangat banyak lagu bagus sekali,1
seru aja sih enak kalo tidur,1
spotify sekarang kalau udah 4 atau 5 lagu gabisa outer lagi buat yang gratis yang gratis an kaya dikit dikit iklan terus jadi males download lagi Spotify nya,0
bagus,1
aplikasi yang sangat baik,1
aplikasi ini terlalu sering iklan ada 4 lagi,0
"aplikasi nya udah oke, suara dari lagunya juga udah jelas, penyanyi penyanyi di aplikasi ini juga udah lengkap, tapi satu yang jadi masalah, iklannya. tolong dong iklannya di kurang kurangi. kita yang mau santai denger musik itu jadi keganggu gegara iklannya. boleh taruh iklan, asalkan jangan berlebihan, jangan terlalu banyak, kalau cuman 1, 2 iklan kami semua bisa maklum. tapi ini banyak banget.",1
"sebenernya ga ada masalah tapi makin kesini saya kurang suka sama lirik yang di berikan, kadang enggak sama atau ga tidak pas di musik nya, jadi tolong di perhatikan lagi dan di benerin😊",1
gkk tau lahh pokonya bgss lahh,1
aplikasi ini sangat bagusss,1
"bagus, kreatif",1
sy sangat senang mendengar musik dari Spotify,1
"iklan nya dikurangin napa, dulu cuma 1,sekarang malah ada 4 maksa banget buat orang² beli premium, ga semua orang mampu kalii, mahal lagi premiumnya, kasian orang² gratisan tau gak? banyak yang uninstall apk ori, terus make nya yang mod premium, minimal kurangin aja dehhh iklan nya.",0
kebanyakan iklan,0
karna mantap nih buat ada lagu hantu,1
"jelek banget sekarang ni apk, banyak iklan nya, iya aja kalo iklan nya cuma sekali dua kali lah ini mah empat kali, tolong segera di perbaiki lah",0
👍👍👍,1
kebanyakan iklan,0
keren,1
udah premi nya mahal lagunya kurang lengkap lagi 🙃🙃,1
mantap mentong,1
spotify nya sedap lagu hal-hal yang sangat berbeda untuk bagi yang pemula sangat diperhatikan untuk Dia yang selama ini melupakannya dan ingin ingin ingin dia bercerita kepada saya maupun dia tidak akan satupun mencintai orang yang sama sepertiku lirik lagu untuk telah habis sudah waktu ini tak lagi tersisa pada dunia karena tlah kuhabiskan cintaku hanya untukmu dan itulah seterusnya alur cerita yang bisa kusampaikan wall taufik wal hidayah wassalamualaikum warahmatullahi wabarakatuh saudaraku.,1
aku sangat suka,1
"iklannya kurangin dong babi, cape setiap denger malah iklan",0
mahalll ga menyesuaikan pelajar,0
Iklan sampe 4 biji co,0
sangat bagus gak gabut supaya senang,1
"iklan nya ngeganggu pls apa apa harus bayar udah tau bocil gabisa,gada duit lagi",1
baguss sukaa,1
saya selalu merasa bahagia saat mendengar lagu-lagu yang ada di Spotify,1
bagus sih tapi banyak yang premium,1
aplikasi nya bagus,1
"kikir nya mulai keliatan bgt ni, iklan nambah terus segitunya pengen bgt para pengguna berlangganan, udah mh lagu dibatesin iklan kaga ada hentinya lagi",0
sangat baik 👍👍👍👍👍,1
aplikasi ini bangus sampai banyak yg Makai ini🙏,1
"bagus si, tpi di aku dikit dikit iklan",1
sangat bagus tapi kenapa harus bayar 🥰🗿🌷,1
sporty di update mulu.. malas dowload nya,0
keren pokonya,1
KEBANYAKAN IKLAN + LAGUNYA GA BISA DIULANG MUNDUR.,0
fitur yang bagus,1
tambah gak enak kabeh,0
maksa banget buat jadi premium udah mah iklannya banyak+ lama,1
aku suka banget sama Spotify,1
bgs buat mendengarkan musik,1
pengalaman gue makin ke sini sumpah makin jelek ga enak aja apa apa ada iklan terus lama banget ada 3 iklan kan gue masih pelajar gue belum bisa belum itu premium tapi tolonglah ini apk udah melebihi yutub aja terus lagunya ngacak kemna mna ga enak,0
goood,1
minusnya cuma di iklan,0
oke deh,1
mantap sekali,1
"gila setelah update apps jadi harus maksa orang buat langganan, bintang 2",0
bagus banget tapi ada yang lagu nya jorok jorok tolong di perbaiki deh,1
bagus sekali semangat terus bang,1
mantep,1
sangat senang dan bahagia bermanfaat bagi yg hoby musik',1
"Jadi bisa denger berbagai kata-kata yang dirangkai seseorang dengan sepenuh hati, dan akhirnya tersampaikan di telingaku, dengerin lagu emg best",1
katanya gaada iklan nya eh ternyata ada,1
"sebenernya bagus aja, lirik nya juga ada, dan gara gara Spotify aku jadi pandai belajar menyanyi, tapi iklannya terlalu banyak jadi keganggu kalo lagi enak dengerin lagu",1
lagu nya enak enak bgt,1
aplikasi kikir ga ush download lu milih musik aja harus bayar kocak kikir nya ga ngotak apalagi iklan 4 aduhh mending ga ush download pakai vidmate aja,0
TOLOL IKLAN SMPE 3 KIKIR KIKIR,0
bagus,1
pas di update jadi ga seru👎,0
bagus cuman ada iklan yang muncul saat main lagu,1
mantap,1
"aplikasi nya bagus, cuma ada satu kekurangan banyak iklan nya. dengerin 2 lagu habis itu iklan nya 4 kadang sampe 6, sama ada bug atau apa ini aku ga paham (ga bisa dengerin lagu) katanya ada yang salah coba muat ulang untuk memperbaiki udh aku tap"" tombol muat ulang masih ga terjadi apa"" tolong benerin dan pencet lagu ga terjadi apa"" juga",1
sangat bagus dann banyak lagu yng aku suka 🥰,1
terlalu banyak iklan,0
dulu bisa dengerin lagu sambil main game kenapa sekarang GK bisa ya maaf cuma bisa kasih tiga karena GK bisa dengerin lagu sambil main game jadi kurang seru cuma dengerin doang,1
bagus bgt,1
bagussss,1
kenapa ya Spotify kalo banyak lagu di playlist suka patah patah kalo di scroll,0
bagus bgnt dah pokoknya,1
baguss bangrddd,1
"keren banget, sukaak",1
bagus kokk👍👍👍✨✨✨🫶🫶💐,1
"mohon maaf kurangi iklan nya saya sudah muak dengan 4 iklan saya sudah hampir melupakan aplikasi ini, saya menggunakan go tube mohon perbaiki agar tidak banyak iklan terimakasih",0
